Restaurant_address,Restaurant_name,online_order,book_table,Rating,Votes,location,restaurant_type,dish_liked,cuisines,Cost_for_two_people,reviews_list,listed_in_type,listed_in_city
"52/1, 10Th Main, 17Th Cross, Malleshwaram, Bangalore",Al-Hyatt,No,No,0,0,Ejipura,Quick Bites,Not available,"Biryani, Chinese",300,Needs Improvement,Delivery,Marathahalli
"131, 8Th Cross, Sampige Road, Malleshwaram, Bangalore",Sugary Bakers - A Boutique Bakery,No,No,0,0,Koramangala 3rd Block,Bakery,Not available,"Bakery, Desserts",200,Needs Improvement,Delivery,Jayanagar
"55, 16Th Cross, 10Th Main, Malleshwaram, Bangalore",Virgins,No,No,0,0,Ejipura,Quick Bites,Not available,Fast Food,150,Needs Improvement,Delivery,Shanti Nagar
"227/1, Sampige Road, Opposite Sri Saibaba Mandir, Malleshwaram, Bangalore",Eat Well,No,No,3,34,Koramangala 6th Block,Quick Bites,Not available,"Chinese, North Indian",500,Average Experience,Delivery,Brookefield
"No.218, 13Th Cross, Sampige Road, Opposite To New Shanthi Sagar, Near Sai Baba Temple, Malleshwaram, Bangalore",Big Foody's,No,No,3.2,4,Koramangala 8th Block,Delivery,Not available,"North Indian, Chinese, South Indian, Fast Food",500,Average Experience,Delivery,Electronic City
"266, 18Th Cross Sampige Road, Bbmp North Malleshwaram, Bangalore",Cakes and Moulds,No,No,3.6,19,Koramangala 1st Block,Bakery,Not available,"Bakery, Desserts",300,Good Food and Service,Delivery,Koramangala 4th Block
"4Th Main Road, Sampige Road, Malleshwaram, Bangalore",Jadoo Ka Dabba,No,No,3.6,20,Koramangala 3rd Block,Delivery,Not available,"North Indian, Chinese",200,Good Food and Service,Delivery,Malleshwaram
"35, 8Th Main Road,16Th Cross, Malleshwaram, Bangalore",Pockets and Bowls,No,No,3.3,5,Koramangala 3rd Block,Delivery,Not available,"Continental, Asian, North Indian",500,Average Experience,Delivery,West Bangalore
"Brigade Gateway, 26/1 Dr. Rajkumar Road, Malleshwaram West, Malleshwaram, Bangalore",Egg D,No,No,0,0,Koramangala 1st Block,Delivery,Not available,"North Indian, South Indian, Mexican",300,Needs Improvement,Delivery,JP Nagar
"1/1, 14Th Cross, Near Sai Baba Temple, Sampige Road, Malleshwaram, Bangalore",Curryvape Restaurant,No,No,0,0,Koramangala 1st Block,Quick Bites,Not available,North Indian,300,Needs Improvement,Delivery,Jayanagar
"51, 5Th Main, 11Th Cross Road, Malleshwaram, Bangalore",Kitchen's Sea Food Restaurant,No,No,3.4,9,Koramangala 8th Block,"Takeaway, Delivery","Sea Food, Dal Makhani, Basmati Rice, Butter Chicken, Chicken Tikka Masala","Seafood, North Indian, Chinese",800,Average Experience,Delivery,Indiranagar
"106, 8Th Cross Road, Malleshwaram, Bangalore",Sizzlingo,No,No,0,0,Koramangala 1st Block,Quick Bites,Not available,North Indian,600,Needs Improvement,Delivery,Brigade Road
"135, Srinivasa Building, 9Th Cross, 3Rd Main Road, Margosa Road, Malleshwaram, Bangalore",Evo,No,No,0,0,Koramangala,Delivery,Not available,"Healthy Food, Salad",500,Needs Improvement,Delivery,Marathahalli
"Foodcourt, Orion Mall, Malleshwaram, Bangalore",Cafe Remix,No,No,0,0,Koramangala,Delivery,Not available,"Mexican, Italian",600,Needs Improvement,Delivery,Whitefield
"58/2, 17Th Cross, 8Th Main Malleshwaram, Bangalore",Rolling Rolls,No,No,0,0,Koramangala 1st Block,"Takeaway, Delivery",Not available,"Fast Food, Rolls",450,Needs Improvement,Delivery,Koramangala 7th Block
"169, 1St Main Road, Seshadripuram, Malleshwaram, Bangalore",Bengal Metro,No,No,0,0,Koramangala 1st Block,Quick Bites,Not available,Bengali,600,Needs Improvement,Delivery,Frazer Town
"6 7 & 8 Vagus Hospital 4Th Main 18Th Cross, Malleshwaram, Bangalore",Delly Belly,No,No,3.2,5,Koramangala 6th Block,Delivery,Not available,"North Indian, Mughlai",400,Average Experience,Delivery,Indiranagar
"The Galaxy Club, 26/1, Dr. Rajkumar Road, Malleshwaram, Bangalore",Eat up's Cloud Kitchen,No,No,0,0,Koramangala 1st Block,Delivery,Not available,"Arabian, BBQ, Biryani, Chinese, Continental, Ice Cream, North Indian, South Indian",200,Needs Improvement,Delivery,JP Nagar
"Food Court, Orion Mall, Brigade Gateway, Dr. Rajkumar Road, Near Yeshwantpur, Malleshwaram, Bangalore",Garden Hotel,No,No,0,0,Koramangala 1st Block,Quick Bites,Not available,"North Indian, Chinese, South Indian",400,Needs Improvement,Delivery,Koramangala 6th Block
"Itc Windsor, 25, Golf Course Road, Isro Colony, Sankey Road, Bangalore",Sofiya Cakes,No,No,0,0,Koramangala 5th Block,Delivery,Not available,"Bakery, Desserts",300,Needs Improvement,Delivery,Koramangala 5th Block
"Shop 37, Ground Floor, Below Sapna Book House, Vyalikaval Main Road, Amarkhed Arcade, Sadashiv Nagar, Bangalore",Mr. Meow's Hotdogs,No,No,3.5,7,Koramangala 6th Block,"Food Court, Quick Bites",Not available,Fast Food,300,Good Food and Service,Delivery,Jayanagar
"30, 13Th Cross, Upper Palace Orchads, Sadashiv Nagar, Bangalore",Blu Dale Fast Food,No,No,3.3,7,Ejipura,Quick Bites,Not available,"Chinese, North Indian, Andhra, Seafood",250,Average Experience,Delivery,St. Marks Road
"12Th Main, 2Nd Block, Rajajinagar, Bangalore",Victoria Terminus,No,No,3.4,6,Ejipura,Quick Bites,Not available,"Fast Food, Maharashtrian, Rolls",250,Average Experience,Delivery,Jeevan Bhima Nagar
"17,17/1, Ground Floor, Madhavanagar Extension, Race Course Road, Bangalore",Rice and Rolls,No,No,2.7,61,Koramangala 6th Block,Quick Bites,"Rolls, Shawarma Roll, Chicken Grill, Thali","Arabian, Biryani, North Indian, Chinese, Fast Food",500,Average Experience,Delivery,Ulsoor
"Triveni Road, Yeshwantpur, Bangalore",Holiday Fast Food,No,No,3.4,21,Ejipura,Quick Bites,Not available,"Kerala, South Indian, Chinese",350,Average Experience,Delivery,Whitefield
"129/A, Ground Floor, 24Th Cross Road, 2Nd Block, Rajajinagar, Bangalore",Durga Maata Hotel,No,No,0,0,Ejipura,Quick Bites,Not available,"North Indian, Chinese",200,Needs Improvement,Delivery,Koramangala 5th Block
"69, Dr Rajkumar Road, 2Nd Block, Rajajinagar, Bangalore",Homemade,No,No,0,0,Koramangala 1st Block,"Takeaway, Delivery",Not available,North Indian,450,Needs Improvement,Delivery,Indiranagar
"61/A, 10Th Main, 4Th Block, Rajajinagar, Bangalore",Lassi House,No,No,0,0,Ejipura,Beverage Shop,Not available,"Beverages, Desserts",150,Needs Improvement,Delivery,Race Course Road
"15, 3Rd Main, West Of Chord Road, Rajajinagar, Bangalore",Tasty Kitchens,Yes,No,0,0,Koramangala 6th Block,Quick Bites,Not available,Pizza,500,Needs Improvement,Delivery,Brigade Road
"23/1-1, Sri Shakti Tower, 5Th Main Road, Okalipuram, Majestic, Bangalore",Bombay Kulfi,No,No,0,0,Koramangala 1st Block,Dessert Parlor,Not available,"Desserts, Ice Cream",150,Needs Improvement,Delivery,Indiranagar
"642, 12Th Main Road, Near Basham Circle, 3Rd Block, Rajajinagar, Bangalore",Desi Tadka,No,No,0,0,Ejipura,Quick Bites,Not available,North Indian,200,Needs Improvement,Delivery,Koramangala 6th Block
"640, B Narayanaswamappa Road, Kamla Nehru. Extension, Yeshwanthpur",Aisha Tharavad,No,No,0,0,Ejipura,Quick Bites,Not available,"South Indian, Kerala",400,Needs Improvement,Delivery,Whitefield
"17/1, 11Th Cross, 1St K Block, Rajajinagar, Bangalore",Take Us Away,No,No,0,0,Koramangala 5th Block,Delivery,Not available,Continental,400,Needs Improvement,Delivery,Kammanahalli
"22, 14Th Main Road, Subramanya Nagar, Rajajinagar, Bangalore",Oolala,No,No,0,0,Koramangala 1st Block,"Takeaway, Delivery",Not available,"Bakery, Desserts",600,Needs Improvement,Delivery,Koramangala 4th Block
"311, 9Th Main Road, 4Th Block, Rajaji Nagar, Bangalore",Bhaiyajees,No,No,0,0,Koramangala 8th Block,"Takeaway, Delivery",Not available,"North Indian, South Indian",300,Needs Improvement,Delivery,Malleshwaram
"925/60, 3Rd Cross, 7Th Main Road, Prakash Nagar, Rajajinagar, Bangalore",Foodzoo,No,No,0,0,Koramangala,Delivery,Not available,"Fast Food, Burger",450,Needs Improvement,Delivery,Church Street
"266/6, 10Th Cross, 1St N Block, Rajajinagar, Bangalore",Ligang,No,No,0,0,Koramangala 8th Block,"Takeaway, Delivery",Not available,North Eastern,450,Needs Improvement,Delivery,Bommanahalli
"26/1 , 31St Floor, Dr. Rajkumar Road, World Trade Centre, Brigade Gateway Campus, Malleshwaram, Bangalore",SV Food Garden,No,No,0,0,Koramangala 8th Block,Quick Bites,Not available,"Chinese, North Indian, South Indian, Hyderabadi",250,Needs Improvement,Delivery,Brookefield
"G 3, 4, 5, Ground Floor, Sheraton Hotel, Brigade Gateway Campus, Malleshwaram, Bangalore",Juicy Juice,No,No,0,0,Ejipura,Beverage Shop,Not available,"Beverages, Ice Cream",100,Needs Improvement,Delivery,Malleshwaram
"Unit T-1, Third Floor, Sampige Road, Mantri Square Mall, Malleshwaram, Bangalore",Ginger restaurant,No,No,0,0,Koramangala 3rd Block,Quick Bites,Not available,"Continental, Chinese, North Indian",400,Needs Improvement,Delivery,West Bangalore
"Sheraton Grand Bangalore Hotel At Brigade Gateway, Rajajinagar, Malleshwaram, Bangalore",Hotel Marina,No,No,2.8,26,Koramangala 6th Block,Quick Bites,Not available,"North Indian, Chinese, South Indian",400,Average Experience,Delivery,JP Nagar
"45, Sampige Road, Malleshwaram West, Malleshwaram, Bangalore",Hotel Feast Ambur Biriyani,Yes,No,3.4,257,Koramangala 1st Block,Quick Bites,"Chicken Biryani, Chicken Kebab","Biryani, Kebab",250,Average Experience,Delivery,Jayanagar
"20, Upper Ground Floor, 26/1, Orion Mall, Brigade Gateway, 80 Feet Road, Malleshwaram, Bangalore",Hello Resto-Pub,Yes,Yes,4,344,Old Airport Road,"Casual Dining, Pub","Burgers, Beef Steak, Cocktails, Chips, Chicken Soup, Onion Rings, Chicken Wings",Continental,900,Very Good Service,Delivery,Marathahalli
"27/1, 10Th Cross, Yellappa Garden, Malleshwaram, Bangalore",Dawat E Biryani,No,No,0,0,Koramangala 1st Block,Quick Bites,Not available,Biryani,200,Needs Improvement,Delivery,Koramangala 7th Block
"26 / 1, Upper Ground Floor, Orion Mall, Brigade Gateway, Dr. Rajkumar Road, Malleshwaram, Bangalore",The Midnight Kitchen,Yes,No,3.8,72,Koramangala 8th Block,Delivery,Not available,"Continental, Chinese",250,Good Food and Service,Delivery,Frazer Town
"11, Below Sri Silk, Next To Devi Prasad, 8Th Cross, Malleswaram, Bengaluru",Vanilla Pod,No,No,0,0,Koramangala 4th Block,Bakery,Not available,Bakery,300,Needs Improvement,Desserts,Koramangala 6th Block
"49/1, 5Th Cross, 4Th Main, Malleshwaram, Bangalore",The Bier Library,Yes,Yes,4.3,552,Koramangala 6th Block,"Microbrewery, Casual Dining","Beer, Pizza, Mocktails, Pasta, Cocktails, Rasmalai, Brownie","Continental, North Indian, Pizza, BBQ",2000,Very Good Service,Delivery,Koramangala 5th Block
"Sheraton Grand Bangalore Hotel At Brigade Gateway, 26/1, Dr.Rajkumar Road, Rajajinagar, Malleshwaram, Bangalore",XO Belgian Waffle,Yes,No,4.5,833,Koramangala 5th Block,Dessert Parlor,"Hot Chocolate, Chocolate Overload, Belgian Waffles, Nutella Waffle, Thick Shakes, Caramel Coffee, Vanilla Ice Cream","Desserts, Beverages",400,Best Experience,Delivery,Brookefield
"26/1, 4Th Floor, Orion Mall, Brigade Gateway, Dr. Rajkumar Road, Malleshwaram, Bangalore",IceBreakers,No,No,4.4,491,Koramangala 6th Block,Dessert Parlor,"Ice Cream Roll, Waffles, Pizza, Nitrogen Ice Cream, Rolls, Brownie Fudge, Popcorn","Desserts, Ice Cream",500,Very Good Service,Desserts,Koramangala 6th Block
"57, 6Th Cross, Sampige Road, Malleshwaram, Bangalore",Polar Bear,Yes,No,4.2,195,Koramangala 6th Block,Dessert Parlor,"Choco Fudge Brownie, Sandwich, Ice Cream Pizza, Tiramisu, Sandwiches, Chocolate Icecreams, Hot Chocolate","Ice Cream, Desserts, Beverages, Sandwich",400,Very Good Service,Desserts,Koramangala 5th Block
"First Floor, 1522, 17Th Cross, Malleshwaram, Bangalore",Kanti Sweets,Yes,No,3.9,68,Koramangala 3rd Block,Sweet Shop,Not available,"Mithai, Street Food",400,Good Food and Service,Desserts,HSR
"4Th Floor, Sheraton Grand Bangalore Hotel At Brigade Gateway, Malleshwaram, Bangalore",Kulfi & More,No,No,3.5,7,Koramangala 1st Block,Dessert Parlor,Not available,"Ice Cream, Beverages",200,Good Food and Service,Desserts,Indiranagar
"344, 11Th Cross, Opposite Reliance Trends, Sampige Road, Malleshwaram, Bangalore",iFruit Live Ice Creams,No,No,3.4,10,Koramangala 1st Block,Dessert Parlor,Not available,Ice Cream,300,Average Experience,Desserts,Indiranagar
"324, Jp Point, Sampige Road, Malleshwaram, Bangalore",Me And My Cake,No,No,3.3,5,Koramangala 7th Block,Takeaway,Not available,"Bakery, Desserts",500,Average Experience,Desserts,Kanakapura Road
"Near Sai Baba Temple, 15Th Cross, Sampige Road, Malleshwaram, Bangalore",Rolling Station,No,No,0,0,Koramangala 8th Block,Dessert Parlor,Not available,"Desserts, Ice Cream, Beverages",300,Needs Improvement,Desserts,Kalyan Nagar
"Upper Ground Floor, Mantri Square, Sampige Road, Malleshwaram, Bangalore",Amarnath Ice Cream Parlour,No,No,0,0,Koramangala 1st Block,Dessert Parlor,Not available,"Ice Cream, Desserts",200,Needs Improvement,Desserts,Malleshwaram
"8, Ground Floor, The Basil, Sampige Road, Malleshwaram, Bangalore",Gowri Sweets,No,No,3.3,4,Koramangala 8th Block,Sweet Shop,Not available,"Mithai, Street Food",300,Average Experience,Desserts,Marathahalli
"151, 7Th Cross, Margosa Road, Malleshwaram, Bangalore",Amrutha Sweets,No,No,3.5,13,Ejipura,Quick Bites,Not available,"Street Food, Mithai",200,Good Food and Service,Desserts,Jayanagar
"Sampige Theatre, Sampige Road, Malleshwaram, Bangalore",The Fixx,No,Yes,4.3,216,Koramangala 4th Block,"Casual Dining, Bar","Cocktails, Shakshouka, Beer, Margherita Pizza, Blueberry Cheesecake, Fries, Bellini","Continental, South Indian, Italian, North Indian, Chinese",1200,Very Good Service,Dine-out,BTM
"27, 8Th Cross, Malleshwaram, Bangalore",Prost Brew Pub,No,Yes,4.5,7854,Koramangala 4th Block,"Pub, Microbrewery","Mango Cider, Cajun Potato, Nachos, Salads, Pizza, Wheat Beer, Pork Ribs","American, Continental, North Indian, Salad",1800,Best Experience,Dine-out,Whitefield
"154, Malleshwaram West, Malleshwaram, Bangalore",Sotally Tober,No,Yes,4.4,4079,Koramangala 4th Block,"Bar, Casual Dining","Cocktails, Barbeque Chicken Pizza, Chocolate Martini, Nachos, Bbq Chicken Pizza, Wedges, Beer","Asian, Burger, Pizza, Chinese, Finger Food",1200,Very Good Service,Delivery,Marathahalli
"89, 1St Main, 10Th Cross, Temple Street, Sampige Road, Malleshwaram, Bangalore",The Arabesque Cafe,No,No,4.1,100,Koramangala 4th Block,Casual Dining,"Onion Rings, Triple Schezwan","American, Continental, Chinese",600,Very Good Service,Dine-out,Whitefield
"97, 8Th Cross Temple Road, Malleshwaram, Bangalore",Silsila,No,No,2.7,47,Koramangala 4th Block,Casual Dining,Paratha,North Indian,800,Average Experience,Dine-out,Indiranagar
"56, New Gandhi Sahithya Sangh, 4Th Main, 8Th Cross, Malleshwaram, Bangalore",4S Bar,No,No,0,0,Koramangala 4th Block,Casual Dining,Not available,"North Indian, Chinese",800,Needs Improvement,Dine-out,St. Marks Road
"Unit Ug, 49, Ground Floor, Mantri Square 1, Sampige Road, Malleshwaram, Bangalore",Jee Aaya Nu Punjabi Dhaba,No,No,0,0,Koramangala 4th Block,Dhaba,Not available,North Indian,350,Needs Improvement,Dine-out,HSR
"Mantri Square Mall, Sampige Road, Malleshwaram, Bangalore",Domino's Pizza,Yes,No,3,290,Koramangala 4th Block,Quick Bites,"Pizza, Garlic Bread, Chocolava","Pizza, Fast Food",400,Average Experience,Dine-out,Malleshwaram
"48/2, 8Th Main, 13Th Cross, Malleshwaram, Bangalore",Sri Vishnu Upahar,No,No,3.6,28,Koramangala 4th Block,Quick Bites,Not available,"North Indian, South Indian",250,Good Food and Service,Dine-out,New BEL Road
"34, 3Rd Cross, Sampigne Road, Malleshwaram, Bangalore",Pizza Stop,Yes,No,3.9,241,Koramangala 4th Block,Quick Bites,"Garlic Bread, Pasta, Veggie Pizza, Salsa, Nachos, Nawabi Pizza, Sicilian Pizza","Pizza, Italian",600,Good Food and Service,Dine-out,Marathahalli
"Buns'N Grillz, 35/2, 8Th Main, 16Th Cross, Malleshwaram, Bangalore",Pub Lounge,No,No,0,0,Koramangala 4th Block,Quick Bites,Not available,Asian,500,Needs Improvement,Dine-out,Banaswadi
"Food Court, Mantri Square, Sampige Road, Malleshwaram, Bangalore",Blue Berry Cool Corner,No,No,0,0,Koramangala 4th Block,"Quick Bites, Beverage Shop",Not available,"Fast Food, Beverages",200,Needs Improvement,Dine-out,Malleshwaram
"78, 5Th Cross, Sampige Road, Malleshwaram, Bangalore",The Tiffin Express,No,No,2.6,16,Koramangala 4th Block,Quick Bites,Not available,South Indian,250,Average Experience,Dine-out,Koramangala 6th Block
"26/1, Third Floor, Orion Mall, Brigade Gateway, Dr. Rajkumar Road, Near Yeshwantpur, Malleshwaram, Bangalore",The Old Fashioned Bar,No,Yes,4.5,569,Koramangala 6th Block,Bar,"Cocktails, Long Island Iced Tea, Draught Beer, Masala Peanuts, Pizza, Mocktails, Chicken Tikka","Finger Food, North Indian, Continental",1000,Best Experience,Delivery,Malleshwaram
"1St Cross, Malleshwaram",B-hive,No,Yes,4.3,1550,Koramangala 1st Block,Pub,"Tandoori Chicken, Cocktails, Noodles, Paneer Tikka, Beer, Nachos, Pasta","Finger Food, North Indian",1200,Very Good Service,Dine-out,Marathahalli
"20, 10Th Cross, 1St Temple Street, Malleshwaram, Bangalore",The Local - Terrace Drinkery,No,No,4,1409,Koramangala 6th Block,"Pub, Casual Dining","Beer, Burgers, Sandwiches, Virgin Mojito, Beef Chilli, Pork Chilli, Chicken Nachos","Continental, American, Pizza, BBQ",1000,Very Good Service,Dine-out,Church Street
"166, 17Th Cross, Margosa Road, Near Veena Store, Malleshwaram, Bangalore",Beijing Bites,Yes,Yes,4,859,Koramangala 5th Block,Casual Dining,"Noodles, Spring Roll, Dragon Chicken, Hunan Chicken, Lung Fung Soup, Prawn, Chop Suey","Chinese, Thai",850,Very Good Service,Dine-out,Indiranagar
"Sampige Road, Malleshwaram West, Malleshwaram, Bangalore",Gorilla Barfare,No,No,4.2,270,Koramangala 6th Block,"Pub, Casual Dining","Cocktails, Dessert Pizza, Nachos, Beef Chilli, Long Island Iced Tea, Beer, Salsa","Continental, Pizza, Burger",1400,Very Good Service,Dine-out,Malleshwaram
"83, 2Nd Temple Street, 15Th Cross, Near Kadu Malleshwaram Temple, Malleshwaram, Bangalore",Polamma's Mess,No,No,3.7,25,Koramangala 7th Block,Mess,Not available,"North Indian, Chinese, Biryani",300,Good Food and Service,Dine-out,St. Marks Road
"3061, Mkk Road, C Block, 6Th A Main Road, Gayathri Nagar, Malleshwaram, Bangalore",Jimi's Beer Cafe,No,No,3.8,674,Koramangala 6th Block,Pub,"Beer, Steak, Chilli Chicken, Burgers, Tandoori Chicken, Masala Peanuts, Fries","American, North Indian, Chinese",1700,Good Food and Service,Dine-out,Kammanahalli
"337, Karuna Complex, Sampige Road, Malleshwaram, Bangalore",Chai Point,No,No,4,293,Koramangala 6th Block,"Beverage Shop, Quick Bites","Ginger Tea, Masala Tea, Banana Cake, Poha, Samosa, Vada Pav, Sandwiches","Tea, Beverages, Fast Food",250,Very Good Service,Dine-out,Koramangala 5th Block
"Next To Bjp Office, Malleshwaram, Bangalore",Mayura Grand,No,No,3.5,20,Koramangala 6th Block,Casual Dining,Not available,"South Indian, North Indian",400,Good Food and Service,Dine-out,JP Nagar
"102/103, 5Th Cross, Malleshwaram, Bangalore",A2B - Adyar Ananda Bhavan,Yes,No,2.7,249,Koramangala 7th Block,Casual Dining,"Filter Coffee, Masala Dosa, Pongal, Pav Bhaji, Badam Milk, Thali","South Indian, North Indian, Chinese, Street Food, Fast Food",400,Average Experience,Dine-out,Koramangala 8th Block
"39, 1St Cross, Vyalikaval, Palace, Guttahalli Road, Malleshwaram, Bangalore",Purani Dilli By Anand Sweets,Yes,No,4.1,237,Koramangala 5th Block,Casual Dining,"Chaat, Thali, Chole Bhature, Kulfi, Paneer Tikka, Lassi, Badam Milk","North Indian, Continental, Street Food",500,Very Good Service,Dine-out,Koramangala 6th Block
"40,4Th Cross,Sampige Road, Malleswaram Bangalore",Oil Pump,No,No,3.7,68,Koramangala 6th Block,Bar,Not available,"Finger Food, Continental",1000,Good Food and Service,Dine-out,Koramangala 4th Block
"16, 5Th Cross Rd, Malleshwaram West, Malleshwaram, Bangalore",Samavar,No,No,3.4,7,Koramangala 6th Block,Casual Dining,Not available,"North Indian, South Indian, Chinese, Continental, Italian",1000,Average Experience,Dine-out,Koramangala 7th Block
"8Th Cross, Sampige Road, Malleshwaram, Bangalore",Primal,No,No,3,25,Koramangala 6th Block,Bar,Not available,"Finger Food, Continental",2300,Average Experience,Dine-out,New BEL Road
"27, 2Nd Main Road, Place Guttahalli Main Road, Malleshwaram, Bangalore",King Dine Family Restaurant,No,No,0,0,Nagarbhavi,Casual Dining,Not available,"Chinese, North Indian, South Indian",500,Needs Improvement,Dine-out,New BEL Road
"26, 3Rd Cross, Maruthi Extension, P.G.Halli, Malleswaram, Bangalore",Samrat Regency Bar And Restaurant,No,No,3.8,29,Koramangala 6th Block,Bar,Not available,"North Indian, Chinese",800,Good Food and Service,Dine-out,Jayanagar
"485/37, 4Th Cross, Milk Colony, 17Th Cross Road, Malleshwaram, Bangalore",Juice Point,No,No,3.2,6,Koramangala 1st Block,"Beverage Shop, Quick Bites",Not available,"Juices, Beverages, Fast Food",100,Average Experience,Dine-out,Whitefield
"Food Court, Orion Mall, Malleshwaram, Bangalore",The Local - Burger Bar,No,No,3.8,152,Koramangala 6th Block,"Pub, Casual Dining","Burgers, Beer, Pasta, Nachos, Pizza, Paneer Tikka, Chilli Pork","American, Pizza, Burger",1500,Good Food and Service,Dine-out,Brookefield
"Food Court, Mantri Mall, Lg-34, Sampige Road, Malleshwaram, Bangalore",Idly PIdly,No,No,0,0,Koramangala 1st Block,Quick Bites,Not available,South Indian,200,Needs Improvement,Dine-out,Hennur
"36, 2Nd Main Road, P G Halli, Bbmp North Malleshwaram, Bangalore",Ambur Biryani Mess,No,No,3.4,18,Koramangala 6th Block,Mess,Not available,Biryani,250,Average Experience,Dine-out,Church Street
"3, Ramana Maharishi Road, Gate 30, Palace Grounds, Sadashiv Nagar, Bangalore",Jade,No,No,3.3,6,Ejipura,Casual Dining,Not available,"Continental, American",900,Average Experience,Dine-out,Frazer Town
"35, 3Rd Floor, Jm Plaza, Second Main, Sankey Road, Sadashiv Nagar, Bangalore",Shiva Sai Andhra Hotel,No,No,3.2,4,Ejipura,Quick Bites,Not available,"South Indian, Chinese",300,Average Experience,Dine-out,Electronic City
"Tulip Inn, Plot 104/1, R.V Layout, Kumara Park West, Seshadripuram, Bangalore",Kings Kitchen,No,No,0,0,Ejipura,Delivery,Not available,"Biryani, North Indian",500,Needs Improvement,Dine-out,Electronic City
"402, Ground Floor, 8Th Main Road, Sadashiv Nagar, Bangalore",Pizza Hut,Yes,No,3.7,708,Koramangala 7th Block,Casual Dining,"Pizza, Pasta, Garlic Bread, Tandoori Paneer, Masala Lemonade, Chicken Wings, Onion Rings","Pizza, Fast Food",750,Good Food and Service,Dine-out,Electronic City
"212, Subedar Chatram Road, Nagappa Road, Vv Giri Colony, Seshadripuram, Bangalore",Black Pepper Lounge - Case de Bengaluru,No,Yes,3.7,81,Koramangala 6th Block,Lounge,Rooftop Ambience,Finger Food,1200,Good Food and Service,Dine-out,Electronic City
"173/1, S.C Road, Opposite Nataraj Theatre, Seshadripuram, Bangalore",Mayura Grand Pure Veg Restaurant,No,No,0,0,Koramangala 6th Block,Casual Dining,Not available,"North Indian, South Indian, Chinese",600,Needs Improvement,Dine-out,Electronic City
"48, 2Nd Main Road, Opposite Namdharis, Vyalikaval, Sadashiv Nagar, Bangalore",Mooch Marod,No,No,4.2,93,Koramangala 6th Block,Quick Bites,"Masala Chaach, Stuffed Paratha, Gulkand Lassi",North Indian,400,Very Good Service,Dine-out,Electronic City
"1, Near Mantri Mall, Seshadripuram, Bangalore",Madurai Idly Shop,No,No,3.7,468,Koramangala 6th Block,Quick Bites,"Tea, Upma, Coffee, Pongal, Podi Idli, Masala Vada, Mini Idlis",South Indian,200,Good Food and Service,Dine-out,Electronic City
"Hotel Trinity Isle, 139, S. C. Road, Swastik Circle, Seshadripuram, Bangalore",KFC,Yes,No,3.8,476,Koramangala 6th Block,Quick Bites,"Rice Bowl, Burgers, Hot Wings, Virgin Mojito, Chicken Popcorn, Fries, Zinger Burger","Burger, Fast Food",450,Good Food and Service,Dine-out,Electronic City
"12, Nagappa Street, Near Seshadripuram College, Seshadripuram, Bangalore",Tomba Kitchens,No,No,0,0,Ejipura,Quick Bites,Not available,North Eastern,300,Needs Improvement,Dine-out,Electronic City
"38, 1St Main Road, Seshadripuram, Bangalore",Pappu Chaiwalla,Yes,No,3.5,10,Koramangala 7th Block,Quick Bites,Not available,"Fast Food, Tea, Beverages",300,Good Food and Service,Dine-out,Electronic City
"30, 2Nd Main Road, Jai Bheema Nagar, Sheshadripuram, Bangalore",Five Star Chicken,No,No,2.7,45,Koramangala 6th Block,Quick Bites,Not available,"Fast Food, Burger",300,Average Experience,Dine-out,Electronic City
"Shop 186/10, 1St Floor, Sirur Park Road, Seshadripuram, Bangalore",Rolls On Wheels,No,No,2.6,153,Koramangala 1st Block,Quick Bites,"Rolls, Momos, Masala Fries, Kulfi, French Fries, Egg Roll, Paneer Roll","Fast Food, Rolls, Momos",300,Average Experience,Dine-out,Frazer Town
"162/1, 1St Main, Kumara Park West, Seshadripuram, Bangalore",Bismillah Ambur Biryani,No,No,0,0,Koramangala 1st Block,Quick Bites,Not available,Biryani,300,Needs Improvement,Dine-out,Indiranagar
"8/10, 1St Cross Road, 4Th Block, Kumara Park West, Seshadripuram, Bangalore",New Udupi Grand,No,No,0,0,Koramangala 8th Block,Quick Bites,Not available,"South Indian, North Indian, Chinese",250,Needs Improvement,Dine-out,Rammurthy Nagar
"1, Lower Palace Orchards, Bhasham Circle, Sadashiv Nagar, Bangalore",One Stop MARATHA,No,No,3.1,39,Koramangala 6th Block,Quick Bites,Not available,Maharashtrian,250,Average Experience,Dine-out,Kammanahalli
"Opposite Vyatikal Police Station, Sadashiv Nagar, Bangalore",Falafel Bistro,No,No,3.4,6,Koramangala 5th Block,Quick Bites,Not available,"Arabian, Lebanese, Chinese",300,Average Experience,Dine-out,Koramangala 6th Block
"459, 11Th Cross, 3Rd Main, Armane Nagar, Sadashiv Nagar, Bangalore",The Green Room,No,No,0,0,Koramangala 6th Block,Quick Bites,Not available,Continental,400,Needs Improvement,Dine-out,New BEL Road
"24, 2Nd Main Road, Vyalikaval, Kodandarampura, Sadashiv Nagar, Bangalore",Shahi Dasterkhwan,No,No,2.9,11,Koramangala 6th Block,Quick Bites,Not available,"North Indian, Kebab, Mughlai",400,Average Experience,Dine-out,Marathahalli
